Movie Title
Phata Poster Nikhla Hero
Hind Ka Napak Ko Jawab: MSG Lion Heart 2
Rahasya
Commando: A One Man Army
Main Prem Ki Diwani Hoon
Chori Chori Chupke Chupke
London Dreams
Kyaa Kool Hain Hum 3
Raavan
Nautanki Saala!
36 China Town
Baazaar
Apaharan
Ta Ra Rum Pum
Tere Naal Love Ho Gaya
Mela (2000 film)
Sarbjit (film)
Har Dil Jo Pyar Karega
Heroine (2012 film)
Pyaar Kiya To Darna Kya (1998 film)
Laal Rang
Yamla Pagla Deewana
Break Ke Baad
Saheb Biwi Aur Gangster
Humko Deewana Kar Gaye
Mujhse Fraaandship Karoge
Yuvvraaj
Titli (2014 film)
Aurangzeb (film)
Teri Meri Kahaani (film)
Raja Natwarlal
Dum Maaro Dum (film)
Ishq Vishk
Kill Dil
Raincoat (film)
Ek Thi Daayan
Dil Hai Ke Manta Nahin
Players (2012 film)
Shaadi Ke Side Effects
Ghayal (1990 film)
Fiza
Saheb Biwi Aur Gangster Returns
Aiyaary
Dil Bole Hadippa!
Bullett Raja
Kyaa Super Kool Hain Hum
Hello Brother (1999 film)
Bewakoofiyaan
Ram Jaane
Murder (2004 film)
Rangoon (2017 Hindi film)
Dil Toh Baccha Hai Ji
Zanjeer (1973 film)
Court (film)
Ok Jaanu
God Tussi Great Ho
Kyon Ki
Jattu Engineer
Judgementall Hai Kya
Meri Pyaari Bindu
Chhoti Si Baat
Gori Tere Pyaar Mein
Hate Story
Shor in the City
Bawarchi
B.A. Pass
Ungli
Masoom (1983 film)
I Am Kalam
Awaara
Phillauri (film)
A Flying Jatt
Filmistaan
Haraamkhor
Happy Ending (film)
Garv: Pride & Honour
Ramaiya Vastavaiya
Dhanak
Mubarakan
Double Dhamaal
Kaun?
Margarita with a Straw
Yaadein (2001 film)
Jazbaa
Bhoot (film)
Zinda (film)
Lucky: No Time for Love
Aakrosh (2010 film)
Eklavya: The Royal Guard
1942: A Love Story
Raaz: The Mystery Continues
Pushpaka Vimana (1987 film)
Humsafar
Kyaa Kool Hai Hum
Action Jackson (2014 film)
Manto (2018 film)
Pataakha
Kabul Express
Welcome to Sajjanpur
Tum Bin
Chakravyuh (2012 film)
Dus
Jhoom Barabar Jhoom
Pyaar Ke Side Effects
Ghatak: Lethal
Baabul (2006 film)
Pyaar Impossible!
Chalo Dilli
Shiva (1990 film)
Parinda
Satte Pe Satta
The Chess Players (film)
F.A.L.T.U
Tevar
Jaani Dushman: Ek Anokhi Kahani
Ekk Deewana Tha
Darna Mana Hai
Humraaz
Total Siyapaa
Dulhan Hum Le Jayenge
Damini
Aaja Nachle
Sadma
Khalnayak
Simran (film)
Zakhm
Raabta (film)
The Shaukeens
Aan: Men at Work
Chal Mere Bhai
Dil Dosti Etc
Sanam Re
Pyaar To Hona Hi Tha
1920 (film)
Bbuddah... Hoga Terra Baap
King Uncle
Chance Pe Dance
Na Tum Jaano Na Hum
Haseena Maan Jaayegi
Katti Batti
Dolly Ki Doli
Aladin (film)
Dilwale (1994 film)
Brij Mohan Amar Rahe
99 (2009 film)
Ragini MMS 2
Apne
Being Cyrus
Main Aurr Mrs Khanna
Raaz (2002 film)
Mickey Virus
Chaahat (1996 film)
Sulemani Keeda
What's Your Raashee?
Khamoshi: The Musical
Bade Miyan Chote Miyan
Phobia (2016 film)
Haasil
Hum (film)
Munna Michael
Sharaabi
Photograph (film)
Tumko Na Bhool Paayenge
Abhimaan (1973 film)
Lamhe
Rascals (2011 film)
Pinjar (film)
Freaky Ali
Sooryavansham
Shool
Lajja (2001 film)
Inkaar (2013 film)
Sunday (2008 film)
Begum Jaan
Mastizaade
Silsila (1981 film)
Jaanwar (1999 film)
U Me Aur Hum
Sonchiriya
Muqaddar Ka Sikandar
Traffic (2016 film)
Dulha Mil Gaya
Jai Gangaajal
Trimurti (1995 film)
Thackeray (film)
Virasat (1997 film)
Ragini MMS
Lucknow Central
Shree 420
Dosti: Friends Forever
Chandni Bar
LOC Kargil
Border (1997 film)
Shaan (film)
Deewangee
Soldier (1998 Indian film)
Drona (2008 film)
Running Shaadi
Taarzan: The Wonder Car
Namaste England
One Two Three
Fida
Raja Babu (film)
Rann (film)
The Stoneman Murders
Luck (2009 film)
Bewafaa (2005 film)
Murder 3
Kalyug (2005 film)
Hero No. 1
Bank Chor
Jab Pyaar Kisise Hota Hai
Laaga Chunari Mein Daag
Goal (2007 Hindi film)
Love Story 2050
Deewana Mastana
Coolie No. 1 (1995 film)
Breakaway (2011 film)
Kuch Naa Kaho
Andaaz
Aap Mujhe Achche Lagne Lage
Thoda Pyaar Thoda Magic
Guddu
Honeymoon Travels Pvt. Ltd.
Namak Halaal
Dulhe Raja
Pukar (2000 film)
Chashme Buddoor (1981 film)
Halla Bol
Singh Saab the Great
Hero (2015 Hindi film)
Bumboo
3 Deewarein
MP3: Mera Pehla Pehla Pyaar
English Babu Desi Mem
Great Grand Masti
Tezz
Yeh Hai Jalwa
Laawaris (1981 film)
Baazi (1995 film)
Ram Lakhan
Indian (2001 film)
Jodi No.1
Kaalakaandi
Qayamat: City Under Threat
Gulaab Gang
Judaai (1997 film)
No Problem (2010 film)
Mere Yaar Ki Shaadi Hai
Maya Memsaab
The Japanese Wife
Viruddh... Family Comes First
Jism (2003 film)
Bobby Jasoos
Jeet (1996 film)
Kaala Patthar
Major Saab
International Khiladi
Hate Story 2
Saand Ki Aankh
The Hero: Love Story of a Spy
Heroes (2008 film)
Vaah! Life Ho Toh Aisi!
Why Cheat India
Haunted â€“ 3D
Karz (film)
Lafangey Parindey
Buddha in a Traffic Jam
Sehar
Bhopal: A Prayer for Rain
Knock Out (2010 film)
Matrubhoomi
Section 375
Jhankaar Beats
Krazzy 4
Corporate (2006 film)
Rok Sako To Rok Lo
Dharam Sankat Mein
Mitron
Chameli (film)
Kaagaz Ke Phool
Zamaana Deewana
Firaaq
Maachis
Main Meri Patni Aur Woh
404 (film)
Coolie (1983 Hindi film)
Kya Kehna
Game (2011 film)
Chef (2017 film)
Chocolate (2005 film)
Khichdi: The Movie
Hello (2008 film)
Rock On 2
Marigold (2007 film)
Yaadon Ki Baaraat
Kya Dilli Kya Lahore
Umrao Jaan (2006 film)
Prince (2010 film)
Prahaar: The Final Attack
Aalavandhan
Shakti (1982 film)
Youngistaan
Family (2006 film)
Kabhie Kabhie (1976 film)
Refugee (2000 film)
Jhootha Hi Sahi
Bichhoo
Kahin Pyaar Na Ho Jaaye (2000 film)
Zeher
Mere Baap Pehle Aap
Om Jai Jagadish
Fool & Final
Tezaab
Darna Zaroori Hai
Rang Rasiya
Cash (2007 film)
Apna Sapna Money Money
Kyo Kii... Main Jhuth Nahin Bolta
Sarkar 3
Crook (film)
Raju Chacha
Ek Aur Ek Gyarah
Deshdrohi
The Blue Umbrella (2005 film)
Dil Maange More
Khuda Gawah
The Sky Is Pink
Krantiveer
Aval (2017 film)
Hamara Dil Aapke Paas Hai
Shagird (2011 film)
Karma (1986 film)
Missing (2018 film)
Shahenshah (1988 film)
Laila Majnu (2018 film)
Aankhen (1993 film)
Dushman (1998 film)
Beyond the Clouds (2017 film)
Kyun! Ho Gaya Na...
Style (2001 film)
Milenge Milenge
Well Done Abba
Tridev
Musafir (2004 film)
Jalebi (film)
Khiladi 420
Soni (film)
Phir Milenge
1920: The Evil Returns
Akaash Vani
Pihu
Sixteen (2013 Indian film)
Mirzya (film)
Devdas (1955 film)
Ek Paheli Leela
Brahman Naman
Suhaag (1994 film)
Aiyyaa
Saaransh
Hawaa Hawaai
Mr. X (2015 film)
Do Aankhen Barah Haath
Aap Kaa Surroor
Jewel Thief
Raaz: Reboot
Good Boy Bad Boy
Do Bigha Zamin
Samay: When Time Strikes
Seeta Aur Geeta
Bhoomi (film)
Yeh Lamhe Judaai Ke
Aks (2001 film)
Makdee
Behen Hogi Teri
Gandhi My Father
Babumoshai Bandookbaaz
Union Leader (film)
Hawaizaada
Dil Hai Tumhaara
Bobby (1973 film)
Bandhan (1998 film)
Nishabd
Waiting (2015 film)
Tango Charlie
Hadh Kar Di Aapne
Hotel Salvation
Ek Ajnabee
Revolver Rani
Delhi Safari
Dil Ka Rishta
Army (1996 film)
Dum (2003 Hindi film)
Jaanam Samjha Karo
Alone (2015 Hindi film)
Aa Ab Laut Chalen
Hisss
Aradhana (1969 film)
Khushi (2003 Hindi film)
Oh Darling! Yeh Hai India!
India's Most Wanted (film)
Dus Kahaniyaan
Ujda Chaman
Yaarana (1981 film)
Ardh Satya
Chandni
Horror Story (film)
The XposÃ©
Ek Rishtaa: The Bond of Love
Paathshaala
Love Ke Liye Kuch Bhi Karega
Ankur Arora Murder Case
Aashiqui
All Is Well (2015 film)
Hum Aapke Dil Mein Rehte Hain
Aashiq Banaya Aapne
Ziddi (1997 film)
Diljale
It's a Wonderful Afterlife
Zubeidaa
Sangam (1964 Hindi film)
Namak Haraam
Ghost (2019 film)
Ek Ruka Hua Faisla
1920: London
Neal 'n' Nikki
Sahib Bibi Aur Ghulam
Bala (2019 film)
Mohalla Assi
Daddy (2017 film)
Rajma Chawal
Dosti
Khubsoorat
Chameli Ki Shaadi
Traffic Signal (film)
Dil Ne Jise Apna Kahaa
Mard (1985 film)
Amar Prem
Teen Patti (film)
Notebook (2019 film)
Chittagong (film)
Naseeb (1981 film)
Waqt Hamara Hai
Zameen (2003 film)
Koshish
Aarzoo
Pakeezah
Ab Tumhare Hawale Watan Saathiyo
Ramayana: The Legend of Prince Rama
ChaalBaaz
Tum Mile
Talaash: The Hunt Begins...
Ahista Ahista (2006 film)
Indu Sarkar
Noor (film)
Arjun: The Warrior Prince
Guest iin London
Boom (film)
Deewaar (2004 film)
Poster Boys
Policegiri
Bade Dilwala
Shabd (film)
Fight Club â€“ Members Only
Aandhi
Sirf Tum
Sadda Adda
Chalti Ka Naam Gaadi
Kisna: The Warrior Poet
Dev (2004 film)
Naqaab
Lakshmi (2014 film)
Kachche Dhaage
The Burning Train
Always Kabhi Kabhi
China Gate (1998 film)
Karam (film)
Mr. Natwarlal
Hum Kisise Kum Nahin (2002 film)
Hate Story 4
Do Lafzon Ki Kahani (film)
Ab Tak Chhappan 2
Tu Chor Main Sipahi
Zila Ghaziabad
Roadside Romeo
Dhai Akshar Prem Ke
Ijaazat
Teen Kanya
Bheja Fry 2
Phool Aur Kaante
Life Partner
Insan
Run (2004 film)
Creature 3D
Sadak
Aflatoon (film)
Haan Maine Bhi Pyaar Kiya
Kaalia
Jayantabhai Ki Luv Story
Aashayein
Anaarkali of Aarah
Mili (1975 film)
Dilwaala
D (film)
Gumnaam
1971 (2007 film)
Karzzzz
Woh Lamhe...
Arth (film)
Badal
Road (film)
Nasha (film)
Jail (2009 film)
Aakhree Raasta
Saudagar (1991 film)
16 December (film)
My Brotherâ€¦Nikhil
Saajan Chale Sasural
Madhumati
Alag
Disco Dancer
Khamoshiyan
Ajooba
Maa Tujhhe Salaam (2002 film)
Junglee (2019 film)
3G (film)
Jodi Breakers
I See You (2006 film)
Baaghi: A Rebel for Love
Ek Doctor Ki Maut
Love Sonia
Awwal Number
Keemat â€“ They Are Back
Jis Desh Mein Ganga Rehta Hain
Umrika
Tum Bin II
Sainik
Aamdani Atthanni Kharcha Rupaiya
Armaan (2003 film)
Irada (2017 film)
Waqt (1965 film)
Rudraksh (film)
Raakh
Vishwatma
Ghulam-E-Mustafa
Samrat & Co.
Mujhe Kucch Kehna Hai
Welcome 2 Karachi
Maine Dil Tujhko Diya
Barsaat (1995 film)
Woh Saat Din
Khamosh Pani
Chor Machaaye Shor
Sorry Bhai!
Laadla (1994 film)
Aksar
The Last Lear
Wajah Tum Ho
Haathi Mere Saathi (1971 film)
Mirch Masala
Jungle (2000 film)
Yeshwant
Bangistan
Dil Kya Kare
Kareeb
Shikhar (film)
Dude Where's the Party?
Shirin Farhad Ki Toh Nikal Padi
Mission Istaanbul
Haseena Parkar
Happy Phirr Bhag Jayegi
Bombay to Goa
Bhaji on the Beach
Naya Daur (1957 film)
Bomb the System
Striker (2010 film)
Teesri Manzil
Meri Jung
Swarg
Vodka Diaries
Katha (1983 film)
The Train (2007 film)
Dillagi (1999 film)
Shaadi Karke Phas Gaya Yaar
Love (1991 film)
Barah Aana
Sapoot
Fugly (film)
Love Breakups Zindagi
The Killer (2006 film)
Zid (2014 film)
Banjo (2016 film)
Main Aisa Hi Hoon
Dishkiyaoon
Naksha
Netaji Subhas Chandra Bose: The Forgotten Hero
Firangi
Dharm (film)
Aetbaar
Sanam Bewafa
Baton Baton Mein
Khoon Bhari Maang
Department (film)
Umrao Jaan (1981 film)
Family of Thakurganj
Suhaag (1979 film)
C Kkompany
Blood Money (2012 film)
Yamla Pagla Deewana: Phir Se
Saare Jahaan Se Mehnga
Satya 2
Deewana Mujh Sa Nahin
The Deceivers (film)
Daud (film)
Guddi (1971 film)
Satyam Shivam Sundaram
Hyderabad Blues
Ramji Londonwaley
Darr @ the Mall
Yeh Mera India
Do Aur Do Paanch
Hera Pheri (1976 film)
Pizza (2014 film)
War Chhod Na Yaar
Kurukshetra (2000 film)
Aloo Chaat (film)
Ek Ladka Ek Ladki
Raat (film)
Joru Ka Ghulam
Nanu Ki Jaanu
Bhaag Johnny
Auzaar
Children of War (2014 film)
Khamosh
Ram Teri Ganga Maili
My Wife's Murder
Naam (1986 film)
Saugandh (1991 film)
Dostana (1980 film)
Mere Jeevan Saathi (2006 film)
Saaya (2003 film)
Insaaf (1997 film)
Lakeer â€“ Forbidden Lines
100 Days (1991 film)
Krishna Cottage
Naram Garam
Parvarish (1977 film)
Aa Dekhen Zara
Ittefaq (1969 film)
The Bypass
Shortkut
I Am (2010 Indian film)
Genius (2018 Hindi film)
Mast (film)
Monsoon Shootout
Kasoor
Sonali Cable
Guddu Rangeela
Rishtey (film)
Right Yaaa Wrong
Helicopter Eela
Kati Patang
Rush (2012 film)
Mirch
Ankur (film)
Love Love Love (1989 film)
Shaadi No. 1
Anwar (2007 film)
Elaan (1994 film)
Dangerous Ishhq
Mausam (1975 film)
Chori Chori (2003 film)
Aap Ki Khatir (2006 film)
Saagar (film)
Plan (film)
P Se Pyaar F Se Faraar
Mercury (film)
Mera Damad
Jagte Raho
Tahaan
Roop Ki Rani Choron Ka Raja (1993 film)
Veergati
Tere Bin Laden: Dead or Alive
Ram Aur Shyam
Patthar Ke Phool
Jabariya Jodi
Calendar Girls (2015 film)
Kucch To Hai
Mera Saaya
Vaada (film)
Qurbani (film)
Quick Gun Murugun
Purab Aur Paschim
Prem Rog
Aur Pyaar Ho Gaya
Loins of Punjab Presents
Nawabzaade
De Taali
Kranti
Woh Kaun Thi?
Suryavanshi (film)
Pyare Mohan
Parichay (film)
Love Games (film)
Arjun (1985 film)
Fun2shh... Dudes in the 10th Century
Qissa (film)
John Day (film)
Gippi
Paap
Paltan (film)
Biwi Ho To Aisi
Naina (2005 film)
Gardish
Khatta Meetha (1978 film)
Afsana Pyar Ka
Pyaar Tune Kya Kiya
Bioscopewala
Gopi Kishan
Gayab
Aatank Hi Aatank
Footpath (2003 film)
Kunwara
Saawan... The Love Season
Big Brother (2007 film)
Hare Rama Hare Krishna (1971 film)
Jigar
Kuch Kuch Locha Hai
Arjun Pandit (1999 film)
Yeh Teraa Ghar Yeh Meraa Ghar
Sandwich (2006 film)
Hero (1983 film)
Akhiyon Se Goli Maare
Shaapit
Police Force: An Inside Story
Bandini (film)
Jhooth Bole Kauwa Kaate
Bajatey Raho
Ishkq in Paris
Shaadi Se Pehle
One by Two (2014 film)
Purani Jeans
The Zoya Factor (film)
Nagina (1986 film)
Xcuse Me
Gaja Gamini
Aakrosh (1980 film)
Arjun Patiala
Waisa Bhi Hota Hai Part II
Bol Radha Bol
Maine Gandhi Ko Nahin Mara
Khoobsurat (1999 film)
Teesri Kasam
Thanks Maa
Not a Love Story (2011 film)
Silsiilay
Omerta (film)
Nadiya Ke Paar (1982 film)
Aatish: Feel the Fire
FryDay
Devi (2016 film)
Raja (1995 film)
Jackpot (2013 film)
Jeena Sirf Merre Liye
Albela (2001 film)
Saudagar (1973 film)
Lekar Hum Deewana Dil
Boot Polish (film)
Yakeen (2005 film)
Main Azaad Hoon
Johny Mera Naam
Pitaah
Road to Sangam
Roar: Tigers of the Sundarbans
Machine (2017 film)
Elaan (2005 film)
Saheb Biwi Aur Gangster 3
Roti Kapda Aur Makaan
Toonpur Ka Super Hero
Meri Biwi Ka Jawaab Nahin
Acid Factory
Tumsa Nahin Dekha: A Love Story
Suraj Ka Satvan Ghoda
Dil Kabaddi
Sardar (1993 film)
Dhoondte Reh Jaaoge
Hum Tum Aur Ghost
Junooniyat
Anari
Yeh Raaste Hain Pyaar Ke
Janbaaz
Jawani Zindabad
Ajji
Dharam Veer (film)
My Bollywood Bride
Dushman Duniya Ka
Zulmi
Ikke Pe Ikka
Satyakam
Daag (1999 film)
Made in China (2019 film)
Lamhaa
Agni Sakshi (1996 film)
Raghu Romeo
Henna (film)
Mandi (film)
One Day: Justice Delivered
M Cream
Veerappan (2016 film)
Shakespeare Wallah
Dil Tera Aashiq
Saat Uchakkey
Vaastu Shastra (film)
Badhaai Ho Badhaai
Yun Hota Toh Kya Hota
Siddharth (2013 film)
Garm Hava
Veerana
Andha Kanoon
Majboor (1974 film)
Mr. Bond
Kuchh Bheege Alfaaz
Jai Kishen
Sparsh (film)
Sankat City
Kuch Khatti Kuch Meethi
Fever (2016 film)
Jo Bole So Nihaal (film)
Vijaypath
23rd March 1931: Shaheed
Anari No.1
Blackmail (2005 film)
Isi Ka Naam Zindagi
Toofan (1989 film)
Kadvi Hawa
Chalk n Duster
Anthony Kaun Hai?
Dancer (1991 film)
